"","mouse_SRR391076.counts","Symbol","Name"
"ENSMUSG00000051390",41.6442015240304,"Zbtb22","zinc finger and BTB domain containing 22"
"ENSMUSG00000051391",58.4124419606975,"Ywhag","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide"
"ENSMUSG00000051396",5.34372497432248,"Hspa14","heat shock protein 14"
"ENSMUSG00000051403",34.4578127654588,"Ppp1r37","protein phosphatase 1, regulatory subunit 37"
"ENSMUSG00000051412",9.76611805652039,"Vamp7","vesicle-associated membrane protein 7"
"ENSMUSG00000051413",88.2635952655334,"Plagl2","pleiomorphic adenoma gene-like 2"
"ENSMUSG00000051427",9.95038443494531,"Ccdc157","coiled-coil domain containing 157"
"ENSMUSG00000051439",2.21119654109896,"Cd14","CD14 antigen"
"ENSMUSG00000051444",3.50106119007335,"Bbs12","Bardet-Biedl syndrome 12 (human)"
"ENSMUSG00000051451",60.6236385017964,"Crebzf","CREB/ATF bZIP transcription factor"
"ENSMUSG00000051455",0.552799135274739,"Meioc","meiosis specific with coiled-coil domain"
"ENSMUSG00000051457",329.836817380594,"Spn","sialophorin"
"ENSMUSG00000051469",28.1927558990117,"Zfp24","zinc finger protein 24"
"ENSMUSG00000051483",16.952506815092,"Cbr1","carbonyl reductase 1"
"ENSMUSG00000051495",84.3940013186102,"Irf2bp2","interferon regulatory factor 2 binding protein 2"
"ENSMUSG00000051497",3.31679481164844,"Kcnj16","potassium inwardly-rectifying channel, subfamily J, member 16"
"ENSMUSG00000051498",3.50106119007335,"Tlr6","toll-like receptor 6"
"ENSMUSG00000051502",1.10559827054948,"Ufsp1","UFM1-specific peptidase 1"
"ENSMUSG00000051504",0.552799135274739,"Siglech","sialic acid binding Ig-like lectin H"
"ENSMUSG00000051506",20.8221007620152,"Wdfy4","WD repeat and FYVE domain containing 4"
"ENSMUSG00000051510",49.0148566610269,"Mafg","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)"
"ENSMUSG00000051517",4.79092583904774,"Arhgef39","Rho guanine nucleotide exchange factor (GEF) 39"
"ENSMUSG00000051518",9.76611805652039,"Rps19bp1","ribosomal protein S19 binding protein 1"
"ENSMUSG00000051550",35.9319437928581,"Zfp579","zinc finger protein 579"
"ENSMUSG00000051557",3.50106119007335,"Pusl1","pseudouridylate synthase-like 1"
"ENSMUSG00000051586",32.7994153596345,"Mical3","microtubule associated monooxygenase, calponin and LIM domain containing 3"
"ENSMUSG00000051590",0.921331892124566,"Map3k19","mitogen-activated protein kinase kinase kinase 19"
"ENSMUSG00000051615",10.1346508133702,"Rap2a","RAS related protein 2a"
"ENSMUSG00000051671",0.552799135274739,"Coa6","cytochrome c oxidase assembly factor 6"
"ENSMUSG00000051674",21.3748998972899,"Dcun1d4","DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae)"
"ENSMUSG00000051675",11.2402490839197,"Trim32","tripartite motif-containing 32"
"ENSMUSG00000051695",110.191294298098,"Pcbp1","poly(rC) binding protein 1"
"ENSMUSG00000051703",0.552799135274739,"Tmem198","transmembrane protein 198"
"ENSMUSG00000051705",3.31679481164844,"Senp8","SUMO/sentrin specific peptidase 8"
"ENSMUSG00000051721",10.687449948645,"Wdcp","WD repeat and coiled coil containing"
"ENSMUSG00000051730",11.2402490839197,"Mettl5","methyltransferase like 5"
"ENSMUSG00000051735",129.170731275864,"Rinl","Ras and Rab interactor-like"
"ENSMUSG00000051747",5.71225773117231,"Ttn","titin"
"ENSMUSG00000051768",32.2466162243598,"Xrcc1","X-ray repair complementing defective repair in Chinese hamster cells 1"
"ENSMUSG00000051786",41.6442015240304,"Tubgcp6","tubulin, gamma complex associated protein 6"
"ENSMUSG00000051790",3.13252843322352,"Nlgn2","neuroligin 2"
"ENSMUSG00000051811",1.10559827054948,"Cox6b2","cytochrome c oxidase subunit VIb polypeptide 2"
"ENSMUSG00000051817",6.44932324487196,"Sox12","SRY (sex determining region Y)-box 12"
"ENSMUSG00000051839",1.4741310273993,"Gypa","glycophorin A"
"ENSMUSG00000051851",5.34372497432248,"Cxx1c","CAAX box 1C"
"ENSMUSG00000051853",131.566194195388,"Arf3","ADP-ribosylation factor 3"
"ENSMUSG00000051855",2.57972929794878,"Mest","mesoderm specific transcript"
"ENSMUSG00000051864",33.3522144949093,"Tbc1d22a","TBC1 domain family, member 22a"
"ENSMUSG00000051890",14.3727775171432,"Klhdc1","kelch domain containing 1"
"ENSMUSG00000051910",0.737065513699652,"Sox6","SRY (sex determining region Y)-box 6"
"ENSMUSG00000051950",8.10772065069618,"B3glct","beta-3-glucosyltransferase"
"ENSMUSG00000051977",7.0021223801467,"Prdm9","PR domain containing 9"
"ENSMUSG00000051978",14.1885111387183,"Erich1","glutamate rich 1"
"ENSMUSG00000051984",6.63358962329687,"Sec31b","Sec31 homolog B (S. cerevisiae)"
"ENSMUSG00000051989",10.50318357022,"Smim11","small integral membrane protein 11"
"ENSMUSG00000051998",54.9113807706241,"Lax1","lymphocyte transmembrane adaptor 1"
"ENSMUSG00000052013",79.4188091011376,"Btla","B and T lymphocyte associated"
"ENSMUSG00000052031",20.4535680051654,"Tagap1","T cell activation GTPase activating protein 1"
"ENSMUSG00000052033",5.89652410959722,"Pfdn4","prefoldin 4"
"ENSMUSG00000052040",425.102535026275,"Klf13","Kruppel-like factor 13"
"ENSMUSG00000052056",94.8971848888303,"Zfp217","zinc finger protein 217"
"ENSMUSG00000052062",0.921331892124566,"Pard3b","par-3 family cell polarity regulator beta"
"ENSMUSG00000052085",351.580250034734,"Dock8","dedicator of cytokinesis 8"
"ENSMUSG00000052087",46.2508609846532,"Rgs14","regulator of G-protein signaling 14"
"ENSMUSG00000052102",27.8242231421619,"Gnpda1","glucosamine-6-phosphate deaminase 1"
"ENSMUSG00000052117",0.737065513699652,"D630039A03Rik","RIKEN cDNA D630039A03 gene"
"ENSMUSG00000052125",2.94826205479861,"F730043M19Rik","RIKEN cDNA F730043M19 gene"
"ENSMUSG00000052137",15.1098430308429,"Rbm12b2","RNA binding motif protein 12 B2"
"ENSMUSG00000052139",18.2423714640664,"Bre","brain and reproductive organ-expressed protein"
"ENSMUSG00000052142",462.508609846532,"Rasal3","RAS protein activator like 3"
"ENSMUSG00000052144",114.429421001871,"Ppp4r2","protein phosphatase 4, regulatory subunit 2"
"ENSMUSG00000052146",256.314532389054,"Rps10","ribosomal protein S10"
"ENSMUSG00000052151",1.10559827054948,"Plpp2","phospholipid phosphatase 2"
"ENSMUSG00000052155",27.8242231421619,"Acvr2a","activin receptor IIA"
"ENSMUSG00000052157",0.552799135274739,NA,NA
"ENSMUSG00000052160",3.31679481164844,"Pld4","phospholipase D family, member 4"
"ENSMUSG00000052214",40.9071360103307,"Opa3","optic atrophy 3"
"ENSMUSG00000052253",43.8553980651293,"Zfp622","zinc finger protein 622"
"ENSMUSG00000052271",6.81785600172179,"Bhlha15","basic helix-loop-helix family, member a15"
"ENSMUSG00000052273",0.921331892124566,"Dnah3","dynein, axonemal, heavy chain 3"
"ENSMUSG00000052291",4.97519221747265,NA,NA
"ENSMUSG00000052296",278.795030556894,"Ppp6r1","protein phosphatase 6, regulatory subunit 1"
"ENSMUSG00000052298",305.329389050081,"Cdc42se2","CDC42 small effector 2"
"ENSMUSG00000052299",63.571900556595,"Ltn1","listerin E3 ubiquitin protein ligase 1"
"ENSMUSG00000052302",65.5988307192691,"Tbc1d30","TBC1 domain family, member 30"
"ENSMUSG00000052305",38.8802058476567,"Hbb-b1","hemoglobin, beta adult major chain"
"ENSMUSG00000052310",30.5882188185356,"Slc39a1","solute carrier family 39 (zinc transporter), member 1"
"ENSMUSG00000052331",361.714900848104,"Ankrd44","ankyrin repeat domain 44"
"ENSMUSG00000052336",1.65839740582422,"Cx3cr1","chemokine (C-X3-C motif) receptor 1"
"ENSMUSG00000052337",99.5038443494531,"Immt","inner membrane protein, mitochondrial"
"ENSMUSG00000052364",1.65839740582422,"B630019K06Rik","F-box and leucine-rich repeat protein 17 pseudogene"
"ENSMUSG00000052369",12.3458473544692,"Tmem106c","transmembrane protein 106C"
"ENSMUSG00000052374",4.238126703773,"Actn2","actinin alpha 2"
"ENSMUSG00000052384",27.2714240068871,"Nrros","negative regulator of reactive oxygen species"
"ENSMUSG00000052395",8.84478616439583,"Rft1","RFT1 homolog"
"ENSMUSG00000052397",386.590861935468,"Ezr","ezrin"
"ENSMUSG00000052406",39.8015377397812,"Rexo4","REX4, 3'-5' exonuclease"
"ENSMUSG00000052407",6.81785600172179,"Ccdc171","coiled-coil domain containing 171"
"ENSMUSG00000052419",17.8738387072166,NA,NA
"ENSMUSG00000052423",27.0871576284622,"B4galt3","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
"ENSMUSG00000052428",15.6626421661176,"Tmco1","transmembrane and coiled-coil domains 1"
"ENSMUSG00000052446",23.2175636815391,"Zfp961","zinc finger protein 961"
"ENSMUSG00000052456",41.2756687671805,"Asna1","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
"ENSMUSG00000052459",29.1140877911363,"Atp6v1a","ATPase, H+ transporting, lysosomal V1 subunit A"
"ENSMUSG00000052477",0.737065513699652,"C130026I21Rik","RIKEN cDNA C130026I21 gene"
"ENSMUSG00000052488",102.083573647402,"Cherp","calcium homeostasis endoplasmic reticulum protein"
"ENSMUSG00000052512",32.9836817380594,"Nav2","neuron navigator 2"
"ENSMUSG00000052533",60.0708393665217,"Nup188","nucleoporin 188"
"ENSMUSG00000052534",2.57972929794878,"Pbx1","pre B cell leukemia homeobox 1"
"ENSMUSG00000052539",19.9007688698906,"Magi3","membrane associated guanylate kinase, WW and PDZ domain containing 3"
"ENSMUSG00000052544",10.1346508133702,"St6galnac3","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"ENSMUSG00000052557",45.8823282278034,"Gan","giant axonal neuropathy"
"ENSMUSG00000052563",3.31679481164844,"D930048N14Rik","RIKEN cDNA D930048N14 gene"
"ENSMUSG00000052566",5.71225773117231,"Hook2","hook microtubule tethering protein 2"
"ENSMUSG00000052584",3.31679481164844,"Serp2","stress-associated endoplasmic reticulum protein family member 2"
"ENSMUSG00000052593",68.9156255309175,"Adam17","a disintegrin and metallopeptidase domain 17"
"ENSMUSG00000052605",6.08079048802213,"Isoc2b","isochorismatase domain containing 2b"
"ENSMUSG00000052609",2.94826205479861,"Plekhg3","pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
"ENSMUSG00000052632",4.79092583904774,"Asap2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"ENSMUSG00000052656",21.9276990325647,"Rnf103","ring finger protein 103"
"ENSMUSG00000052675",2.02693016267404,"Zfp112","zinc finger protein 112"
"ENSMUSG00000052676",25.6130266010629,"Zmat1","zinc finger, matrin type 1"
"ENSMUSG00000052681",299.801397697334,"Rap1b","RAS related protein 1b"
"ENSMUSG00000052684",51.7788523374006,"Jun","jun proto-oncogene"
"ENSMUSG00000052688",0.552799135274739,"Rab7b","RAB7B, member RAS oncogene family"
"ENSMUSG00000052707",414.599351456054,"Tnrc6a","trinucleotide repeat containing 6a"
"ENSMUSG00000052712",30.9567515753854,"BC004004","cDNA sequence BC004004"
"ENSMUSG00000052713",4.79092583904774,"Zfp608","zinc finger protein 608"
"ENSMUSG00000052724",0.737065513699652,NA,NA
"ENSMUSG00000052736",1.28986464897439,"Klrc2","killer cell lectin-like receptor subfamily C, member 2"
"ENSMUSG00000052738",21.0063671404401,"Suclg1","succinate-CoA ligase, GDP-forming, alpha subunit"
"ENSMUSG00000052748",40.5386032534809,"Swt1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)"
"ENSMUSG00000052749",1.4741310273993,"Trim30b","tripartite motif-containing 30B"
"ENSMUSG00000052751",1.4741310273993,"Repin1","replication initiator 1"
"ENSMUSG00000052752",113.876621866596,"Traf7","TNF receptor-associated factor 7"
"ENSMUSG00000052760",36.8532756849826,"A630001G21Rik","RIKEN cDNA A630001G21 gene"
"ENSMUSG00000052763",26.3500921147626,"Zfp212","Zinc finger protein 212"
"ENSMUSG00000052769",12.5301137328941,NA,NA
"ENSMUSG00000052776",2.21119654109896,"Oas1a","2'-5' oligoadenylate synthetase 1A"
"ENSMUSG00000052783",3.86959394692318,"Grk4","G protein-coupled receptor kinase 4"
"ENSMUSG00000052794",4.79092583904774,"1700030K09Rik","RIKEN cDNA 1700030K09 gene"
"ENSMUSG00000052798",26.7186248716124,"Nup107","nucleoporin 107"
"ENSMUSG00000052812",82.5513375343611,"Atad2b","ATPase family, AAA domain containing 2B"
"ENSMUSG00000052821",0.737065513699652,"Cysltr1","cysteinyl leukotriene receptor 1"
"ENSMUSG00000052825",0.552799135274739,NA,NA
"ENSMUSG00000052833",39.8015377397812,"Sae1","SUMO1 activating enzyme subunit 1"
"ENSMUSG00000052837",81.4457392638116,"Junb","jun B proto-oncogene"
"ENSMUSG00000052889",58.5967083391224,"Prkcb","protein kinase C, beta"
"ENSMUSG00000052906",9.58185167809548,"Ubxn8","UBX domain protein 8"
"ENSMUSG00000052911",0.921331892124566,"Lamb2","laminin, beta 2"
"ENSMUSG00000052915",109.822761541248,"Msl1","male-specific lethal 1 homolog (Drosophila)"
"ENSMUSG00000052917",53.2529833647999,"Senp7","SUMO1/sentrin specific peptidase 7"
"ENSMUSG00000052926",15.2941094092678,"Rnaseh2a","ribonuclease H2, large subunit"
"ENSMUSG00000052928",5.15945859589757,"Ctif","CBP80/20-dependent translation initiation factor"
"ENSMUSG00000052934",17.6895723287917,"Fbxo31","F-box protein 31"
"ENSMUSG00000052942",4.238126703773,"Glis3","GLIS family zinc finger 3"
"ENSMUSG00000052949",61.1764376370712,"Rnf157","ring finger protein 157"
"ENSMUSG00000052962",12.3458473544692,"Mrpl35","mitochondrial ribosomal protein L35"
"ENSMUSG00000052997",65.2302979624192,"Uba2","ubiquitin-like modifier activating enzyme 2"
"ENSMUSG00000053012",45.8823282278034,"Krcc1","lysine-rich coiled-coil 1"
"ENSMUSG00000053040",0.552799135274739,"Aph1c","aph1 homolog C, gamma secretase subunit"
"ENSMUSG00000053044",13.6357120034436,"Cd8b1","CD8 antigen, beta chain 1"
"ENSMUSG00000053046",0.552799135274739,"Brsk2","BR serine/threonine kinase 2"
"ENSMUSG00000053080",1.28986464897439,"2700081O15Rik","RIKEN cDNA 2700081O15 gene"
"ENSMUSG00000053091",10.50318357022,"Lins1","lines homolog 1"
"ENSMUSG00000053094",69.0998919093424,"Tmem248","transmembrane protein 248"
"ENSMUSG00000053113",24.1388955736636,"Socs3","suppressor of cytokine signaling 3"
"ENSMUSG00000053119",44.4081972004041,"Chmp3","charged multivesicular body protein 3"
"ENSMUSG00000053134",25.0602274657882,"Supt7l","suppressor of Ty 7-like"
"ENSMUSG00000053137",25.7972929794878,"Mapk11","mitogen-activated protein kinase 11"
"ENSMUSG00000053153",0.737065513699652,"Spag16","sperm associated antigen 16"
"ENSMUSG00000053158",1.10559827054948,"Fes","feline sarcoma oncogene"
"ENSMUSG00000053173",3.13252843322352,NA,NA
"ENSMUSG00000053175",17.3210395719418,"Bcl3","B cell leukemia/lymphoma 3"
"ENSMUSG00000053178",2.02693016267404,"Mterf1b","mitochondrial transcription termination factor 1b"
"ENSMUSG00000053181",1.10559827054948,"A830005F24Rik","RIKEN cDNA A830005F24 gene"
"ENSMUSG00000053192",9.76611805652039,"Mllt11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
"ENSMUSG00000053198",1.65839740582422,"Prx","periaxin"
"ENSMUSG00000053199",6.81785600172179,"Arhgap20","Rho GTPase activating protein 20"
"ENSMUSG00000053205",5.15945859589757,"Styx","serine/threonine/tyrosine interaction protein"
"ENSMUSG00000053219",0.921331892124566,"Raet1e","retinoic acid early transcript 1E"
"ENSMUSG00000053226",5.15945859589757,"Dand5","DAN domain family member 5, BMP antagonist"
"ENSMUSG00000053253",24.6916947089384,"Ndfip2","Nedd4 family interacting protein 2"
"ENSMUSG00000053263",1.10559827054948,NA,NA
"ENSMUSG00000053286",62.2820359076206,"Trmt1l","tRNA methyltransferase 1 like"
"ENSMUSG00000053289",47.5407256336276,"Ddx10","DEAD (Asp-Glu-Ala-Asp) box polypeptide 10"
"ENSMUSG00000053291",1.28986464897439,"Rab4b","RAB4B, member RAS oncogene family"
"ENSMUSG00000053293",111.665425325497,"Pom121","nuclear pore membrane protein 121"
"ENSMUSG00000053297",0.552799135274739,"AI854703","expressed sequence AI854703"
"ENSMUSG00000053310",0.552799135274739,"Nrgn","neurogranin"
"ENSMUSG00000053317",21.5591662757148,"Sec61b","Sec61 beta subunit"
"ENSMUSG00000053329",14.1885111387183,"D10Jhu81e","DNA segment, Chr 10, Johns Hopkins University 81 expressed"
"ENSMUSG00000053332",62.8348350428954,"Gas5","growth arrest specific 5"
"ENSMUSG00000053333",13.2671792465937,"Dis3l2","DIS3 like 3'-5' exoribonuclease 2"
"ENSMUSG00000053334",7.0021223801467,"Ficd","FIC domain containing"
"ENSMUSG00000053347",25.2444938442131,"Zfp943","zinc finger prtoein 943"
"ENSMUSG00000053390",15.6626421661176,"Zfp952","zinc finger protein 952"
"ENSMUSG00000053398",24.5074283305134,"Phgdh","3-phosphoglycerate dehydrogenase"
"ENSMUSG00000053411",275.478235745245,"Cbx7","chromobox 7"
"ENSMUSG00000053436",142.622176900883,"Mapk14","mitogen-activated protein kinase 14"
"ENSMUSG00000053453",35.9319437928581,"Thoc7","THO complex 7"
"ENSMUSG00000053460",7.92345427227126,"Ggcx","gamma-glutamyl carboxylase"
"ENSMUSG00000053469",7.73918789384635,"Tg","thyroglobulin"
"ENSMUSG00000053470",168.603736258795,"Kdm3a","lysine (K)-specific demethylase 3A"
"ENSMUSG00000053477",23.5860964383889,"Tcf4","transcription factor 4"
"ENSMUSG00000053483",49.1991230394518,"Usp21","ubiquitin specific peptidase 21"
"ENSMUSG00000053490",0.552799135274739,"Trim60","tripartite motif-containing 60"
"ENSMUSG00000053510",188.135972371836,"Nrd1","nardilysin, N-arginine dibasic convertase, NRD convertase 1"
"ENSMUSG00000053528",3.50106119007335,"A530021J07Rik","Riken cDNA A530021J07 gene"
"ENSMUSG00000053536",47.5407256336276,"Cstf2t","cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
"ENSMUSG00000053541",57.306843690148,NA,NA
"ENSMUSG00000053553",1.28986464897439,"3110082I17Rik","RIKEN cDNA 3110082I17 gene"
"ENSMUSG00000053559",1.10559827054948,"Smagp","small cell adhesion glycoprotein"
"ENSMUSG00000053560",32.0623498459349,"Ier2","immediate early response 2"
"ENSMUSG00000053565",126.959534734765,"Eif3k","eukaryotic translation initiation factor 3, subunit K"
"ENSMUSG00000053574",0.921331892124566,NA,NA
"ENSMUSG00000053580",19.7165024914657,"Tanc2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
"ENSMUSG00000053581",32.7994153596345,"Zfand2a","zinc finger, AN1-type domain 2A"
"ENSMUSG00000053600",12.5301137328941,"Zfp472","zinc finger protein 472"
"ENSMUSG00000053604",18.4266378424913,"Rpia","ribose 5-phosphate isomerase A"
"ENSMUSG00000053617",38.143140333957,"Sh3pxd2a","SH3 and PX domains 2A"
"ENSMUSG00000053641",115.166486515571,"Dennd4a","DENN/MADD domain containing 4A"
"ENSMUSG00000053644",4.42239308219791,"Aldh7a1","aldehyde dehydrogenase family 7, member A1"
"ENSMUSG00000053646",3.68532756849826,"Plxnb1","plexin B1"
"ENSMUSG00000053684",8.476253407546,"BC048403","cDNA sequence BC048403"
"ENSMUSG00000053693",4.05386032534809,"Mast1","microtubule associated serine/threonine kinase 1"
"ENSMUSG00000053702",4.42239308219791,"Nebl","nebulette"
"ENSMUSG00000053714",0.552799135274739,"4732471J01Rik","RIKEN cDNA 4732471J01 gene"
"ENSMUSG00000053716",32.0623498459349,"Dusp7","dual specificity phosphatase 7"
"ENSMUSG00000053730",19.7165024914657,"Tmem39b","transmembrane protein 39b"
"ENSMUSG00000053746",0.921331892124566,"Ptrh1","peptidyl-tRNA hydrolase 1 homolog"
"ENSMUSG00000053754",260.368392714402,"Chd8","chromodomain helicase DNA binding protein 8"
"ENSMUSG00000053768",50.4889876884262,"Chchd3","coiled-coil-helix-coiled-coil-helix domain containing 3"
"ENSMUSG00000053769",8.10772065069618,"Lysmd1","LysM, putative peptidoglycan-binding, domain containing 1"
"ENSMUSG00000053774",201.587417996855,"Ubxn7","UBX domain protein 7"
"ENSMUSG00000053783",1.84266378424913,"1700016K19Rik","RIKEN cDNA 1700016K19 gene"
"ENSMUSG00000053799",36.6690093065577,"Exoc6","exocyst complex component 6"
"ENSMUSG00000053801",6.81785600172179,"Grwd1","glutamate-rich WD repeat containing 1"
"ENSMUSG00000053819",59.8865729880968,"Camk2d","calcium/calmodulin-dependent protein kinase II, delta"
"ENSMUSG00000053835",9.02905254282074,"H2-T24","histocompatibility 2, T region locus 24"
"ENSMUSG00000053838",69.6526910446172,"Nudcd3","NudC domain containing 3"
"ENSMUSG00000053841",65.0460315839943,"Txlna","taxilin alpha"
"ENSMUSG00000053870",23.401830059964,"Fpgt","fucose-1-phosphate guanylyltransferase"
"ENSMUSG00000053877",9.76611805652039,"Srcap","Snf2-related CREBBP activator protein"
"ENSMUSG00000053897",7.55492151542144,"Slc39a8","solute carrier family 39 (metal ion transporter), member 8"
"ENSMUSG00000053898",38.5116730908068,"Ech1","enoyl coenzyme A hydratase 1, peroxisomal"
"ENSMUSG00000053907",110.559827054948,"Mat2a","methionine adenosyltransferase II, alpha"
"ENSMUSG00000053914",1.65839740582422,"Kdm4d","lysine (K)-specific demethylase 4D"
"ENSMUSG00000053925",1.65839740582422,NA,NA
"ENSMUSG00000053929",68.9156255309175,"Cyhr1","cysteine and histidine rich 1"
"ENSMUSG00000053931",25.6130266010629,"Cnn3","calponin 3, acidic"
"ENSMUSG00000053950",30.9567515753854,"Adnp2","ADNP homeobox 2"
"ENSMUSG00000053957",9.21331892124565,NA,NA
"ENSMUSG00000053963",0.737065513699652,"Stum","mechanosensory transduction mediator"
"ENSMUSG00000053964",12.3458473544692,"Lgals4","lectin, galactose binding, soluble 4"
"ENSMUSG00000053965",4.79092583904774,"Pde5a","phosphodiesterase 5A, cGMP-specific"
"ENSMUSG00000053985",9.21331892124565,"Zfp14","zinc finger protein 14"
"ENSMUSG00000054000",0.921331892124566,"Tusc1","tumor suppressor candidate 1"
"ENSMUSG00000054008",39.6172713613563,"Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1"
"ENSMUSG00000054021",4.05386032534809,"Sirt5","sirtuin 5"
"ENSMUSG00000054027",11.0559827054948,"Nt5dc3","5'-nucleotidase domain containing 3"
"ENSMUSG00000054051",65.0460315839943,"Ercc6","excision repair cross-complementing rodent repair deficiency, complementation group 6"
"ENSMUSG00000054065",23.5860964383889,"Pkp3","plakophilin 3"
"ENSMUSG00000054072",12.3458473544692,"Iigp1","interferon inducible GTPase 1"
"ENSMUSG00000054074",0.921331892124566,"Skida1","SKI/DACH domain containing 1"
"ENSMUSG00000054079",19.163703356191,"Utp18","UTP18 small subunit processome component"
"ENSMUSG00000054083",1.10559827054948,"Capn12","calpain 12"
"ENSMUSG00000054091",14.5570438955681,"1810037I17Rik","RIKEN cDNA 1810037I17 gene"
"ENSMUSG00000054099",50.1204549315764,"Slc25a40","solute carrier family 25, member 40"
"ENSMUSG00000054115",2.02693016267404,"Skp2","S-phase kinase-associated protein 2 (p45)"
"ENSMUSG00000054135",3.13252843322352,"A430110L20Rik","RIKEN cDNA A430110L20 gene"
"ENSMUSG00000054150",10.3189171917951,"Syne3","spectrin repeat containing, nuclear envelope family member 3"
"ENSMUSG00000054178",6.63358962329687,NA,NA
"ENSMUSG00000054191",2.7639956763737,"Klf1","Kruppel-like factor 1 (erythroid)"
"ENSMUSG00000054199",73.7065513699652,"Gon4l","gon-4-like (C.elegans)"
"ENSMUSG00000054206",1.10559827054948,"Gzmm","granzyme M (lymphocyte met-ase 1)"
"ENSMUSG00000054226",22.8490309246892,"Tprkb","Tp53rk binding protein"
"ENSMUSG00000054237",8.66051978597092,"Fra10ac1","FRA10AC1 homolog (human)"
"ENSMUSG00000054263",0.737065513699652,"Lifr","leukemia inhibitory factor receptor"
"ENSMUSG00000054277",13.0829128681688,"Arfgap3","ADP-ribosylation factor GTPase activating protein 3"
"ENSMUSG00000054280",105.40036845905,"Prr14l","proline rich 14-like"
"ENSMUSG00000054293",14.3727775171432,"A630033H20Rik","RIKEN cDNA A630033H20 gene"
"ENSMUSG00000054302",39.6172713613563,"Eapp","E2F-associated phosphoprotein"
"ENSMUSG00000054309",86.6051978597092,"Cpsf3","cleavage and polyadenylation specificity factor 3"
"ENSMUSG00000054312",21.0063671404401,"Mrps21","mitochondrial ribosomal protein S21"
"ENSMUSG00000054321",24.1388955736636,"Taf4b","TATA-box binding protein associated factor 4b"
"ENSMUSG00000054342",123.458473544692,"Kcnn4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4"
"ENSMUSG00000054364",58.9652410959722,"Rhob","ras homolog family member B"
"ENSMUSG00000054381",16.2154413013924,"Zfp747","zinc finger protein 747"
"ENSMUSG00000054387",394.882848964589,"Mdm4","transformed mouse 3T3 cell double minute 4"
"ENSMUSG00000054400",33.905013630184,"Cklf","chemokine-like factor"
"ENSMUSG00000054404",29.1140877911363,"Slfn5","schlafen 5"
"ENSMUSG00000054405",120.325945111468,"Dnajc8","DnaJ heat shock protein family (Hsp40) member C8"
"ENSMUSG00000054408",88.0793288871085,"Spcs3","signal peptidase complex subunit 3 homolog (S. cerevisiae)"
"ENSMUSG00000054414",75.1806823973645,"Slc30a7","solute carrier family 30 (zinc transporter), member 7"
"ENSMUSG00000054418",0.552799135274739,NA,NA
"ENSMUSG00000054426",59.1495074743971,"A930005H10Rik","RIKEN cDNA A930005H10 gene"
"ENSMUSG00000054428",21.5591662757148,"Atpif1","ATPase inhibitory factor 1"
"ENSMUSG00000054434",5.52799135274739,"Tmem120b","transmembrane protein 120B"
"ENSMUSG00000054435",981.218465112662,"Gimap4","GTPase, IMAP family member 4"
"ENSMUSG00000054452",262.026790120226,"Aes","amino-terminal enhancer of split"
"ENSMUSG00000054455",43.4868653082795,"Vapb","vesicle-associated membrane protein, associated protein B and C"
"ENSMUSG00000054469",40.9071360103307,"Lclat1","lysocardiolipin acyltransferase 1"
"ENSMUSG00000054474",0.552799135274739,"Thnsl2","threonine synthase-like 2 (bacterial)"
"ENSMUSG00000054484",15.8469085445425,"Tmem62","transmembrane protein 62"
"ENSMUSG00000054499",59.8865729880968,"Dedd2","death effector domain-containing DNA binding protein 2"
"ENSMUSG00000054509",150.361364794729,"Parp4","poly (ADP-ribose) polymerase family, member 4"
"ENSMUSG00000054514",1.28986464897439,"Atad3aos","ATPase family, AAA domain containing 3A, opposite strand"
"ENSMUSG00000054517",34.4578127654588,"Trim65","tripartite motif-containing 65"
"ENSMUSG00000054519",9.02905254282074,"Zfp867","zinc finger protein 867"
"ENSMUSG00000054520",2.94826205479861,"Sh3bp2","SH3-domain binding protein 2"
"ENSMUSG00000054555",0.552799135274739,"Adam12","a disintegrin and metallopeptidase domain 12 (meltrin alpha)"
"ENSMUSG00000054556",3.86959394692318,NA,NA
"ENSMUSG00000054582",4.42239308219791,"Pabpc1l","poly(A) binding protein, cytoplasmic 1-like"
"ENSMUSG00000054604",92.1331892124566,"Cggbp1","CGG triplet repeat binding protein 1"
"ENSMUSG00000054611",228.121776490042,"Kdm2a","lysine (K)-specific demethylase 2A"
"ENSMUSG00000054612",4.238126703773,"Mgmt","O-6-methylguanine-DNA methyltransferase"
